ID_TRANSAZIONE,ID_CLIENTE,NOME,COGNOME,TELEFONO,EMAIL,INDIRIZZO_RESIDENZA,CITTA_RESIDENZA,NAZIONE_RESIDENZA,RISCHIO_NAZIONE_RESIDENZA,INDIRIZZO_IP,CITTA_LOCALIZZAZIONE,NAZIONE_LOCALIZZAZIONE,RISCHIO_NAZIONE_LOCALIZZAZIONE,N_CARTA_DI_CREDITO,IMPORTO_ORDINE,TIMESTAMP_ORDINE,PRODOTTO,QUANTITA,INDIRIZZO_SPEDIZIONE,CITTA_SPEDIZIONE,NAZIONE_SPEDIZIONE,RISCHIO_NAZIONE_SPEDIZIONE
78,106,Justin,Pierce,1945004928,emilylawson@esparza.com,"984 Adams Meadows Apt. 107
Teresachester, OK 05674",Danielhaven,United Arab Emirates,True,91.213.44.149,South Hannahhaven,Macedonia,False,1385432486,1112,2020-01-11 19:46:11,Sharable tangible benchmark,18,"068 Cummings Oval Suite 472
Jerryborough, OH 54189",South Brooke,Libyan Arab Jamahiriya,False
79,88,Todd,Davidson,1607871073,sydneymckinney@gmail.com,"005 Duncan Spring
West Katherineland, ND 77729",Christopherberg,United States Minor Outlying Islands,True,125.92.205.56,Jessicamouth,Costa Rica,True,2045271574,1952,2021-02-01 08:47:10,Re-contextualized multi-tasking extranet,45,"98454 Zuniga Burg
Lake Christina, ME 68294",Jennifertown,Uzbekistan,False
80,296,Stacey,Davis,1667112962,vle@ray.biz,"654 Robert Ridges Suite 717
Adkinschester, NC 90572",Ashleyside,Mexico,True,49.173.203.110,West Aliciamouth,Romania,False,1302715028,1228,2021-10-06 03:57:02,Visionary explicit contingency,46,"5331 Matthew Expressway Suite 632
New Jamesport, DC 18460",North Daniel,Cayman Islands,True
81,463,Charlotte,Lee,1402665075,qmyers@gmail.com,"86137 Lewis Bypass Apt. 776
New Elizabeth, ND 51819",Lindseystad,Germany,False,88.176.39.176,Ronniemouth,Syrian Arab Republic,True,1443904924,344,2021-03-15 16:05:14,Upgradable asymmetric orchestration,21,"579 Candice Lodge Suite 067
East Daleview, NE 56045",Thomasstad,Serbia,True
82,84,Emily,Rodriguez,1457219300,kristin13@gmail.com,"50477 Daniel Shoals Apt. 794
East Ericaview, CO 99781",Gentryborough,Albania,True,60.93.21.203,Port Maureen,Mongolia,True,1952808075,717,2021-11-22 23:18:20,Exclusive multi-state forecast,37,"403 Katie Common Suite 957
Lake Henrychester, NV 84511",Johnstad,Kiribati,True
83,150,Robert,Thornton,1962727824,cooperann@gmail.com,"PSC 1971, Box 9696
APO AA 87425",Lake Michael,Algeria,False,10.219.6.34,Shannontown,Libyan Arab Jamahiriya,False,2093644438,1527,2021-07-19 12:16:52,Synergistic dedicated moderator,24,"10619 Peterson Inlet Apt. 689
New Michaelton, MN 36110",Lake Derrickmouth,Andorra,True
84,403,Katherine,Wood,1570553115,burkesean@yahoo.com,"6734 Wells Wells Apt. 651
East Melanie, MS 30275",Payneborough,Svalbard And Jan Mayen,True,212.95.215.105,Tateberg,Aruba,True,1860671692,252,2021-03-04 01:56:27,Sharable incremental system engine,7,"4154 Joseph Place
North Kathleentown, CT 77406",East Sarahchester,Russian Federation,True
85,252,Leah,James,1945747301,brittanyharrison@kerr.biz,"40639 Adkins Brooks
Rachelfurt, ID 69952",South Feliciahaven,Romania,False,146.169.80.88,Lake Michelleview,Democratic People's Republic of Korea,False,2002238325,420,2021-07-02 18:00:59,Programmable zero administration attitude,35,"6443 Lee Bridge
West Dustin, TN 02116",Port Cynthiahaven,Dominican Republic,False
86,339,Jamie,Poole,1590772873,edwardssean@hotmail.com,"8178 Luis Dale Suite 658
Brianshire, CT 44128",South Sarastad,Egypt,False,125.189.155.79,Daviesside,US Virgin Islands,False,1233770331,408,2022-01-01 18:35:28,Advanced tertiary strategy,35,"7462 Anderson Meadows
Lake Richardchester, AK 90086",Jerryhaven,New Caledonia,False
87,220,Morgan,Obrien,2032344570,james55@harper-davis.com,"418 Abigail Ford
Dawsonland, ME 25561",Paulstad,Holy See (Vatican City State),False,92.247.232.131,Johnsonbury,Estonia,False,1338850723,478,2020-09-12 08:09:21,Universal asynchronous extranet,47,"6489 Jones Dam
Lake Wendyfort, MI 82452",Luisbury,Puerto Rico,True
88,106,Justin,Pierce,1945004928,emilylawson@esparza.com,"984 Adams Meadows Apt. 107
Teresachester, OK 05674",Danielhaven,United Arab Emirates,True,212.160.240.126,Brownland,Georgia,False,1248172716,1661,2020-03-30 03:50:56,Switchable empowering service-desk,45,"995 Weber Hollow
Carlosville, WA 62446",Lake Tony,Burundi,False
89,239,Kristen,Perry,1322075924,johnathanblankenship@lozano-valenzuela.com,"5238 Kelly Hill Apt. 037
Nelsonmouth, CA 66082",Mooreburgh,Bermuda,False,103.36.174.31,Nelsonbury,Sri Lanka,True,1279386031,1697,2022-04-16 07:21:27,Decentralized exuding instruction set,18,"43194 Coleman Extension
Beardfurt, TN 39838",New Terri,Saint Helena,False
90,279,Roy,Keith,1951512741,jhampton@roberson.net,"616 Eric Curve Suite 813
South Paul, TN 61867",North Michaelside,Puerto Rico,True,10.149.240.56,Gibsonport,Finland,False,2060500417,1808,2019-10-09 03:10:32,Progressive multimedia collaboration,3,"0668 Murphy Circles
Port Justin, IL 68567",Boydberg,Saint Vincent And The Grenadines,False
91,151,Lucas,Brown,1436105951,frances82@hotmail.com,"32348 Emily Knoll
Orozcofort, PA 24942",New James,Bulgaria,False,34.12.191.165,Smithhaven,Guinea,False,1909800769,628,2019-12-30 12:15:53,Focused global emulation,22,"09197 Hartman Point Apt. 259
South Robert, SC 87756",Shannonberg,Bouvet Island,False
92,153,Jamie,Smith,2054954004,istark@taylor.com,"37624 Brian Haven Suite 843
Kellyshire, PA 33519",Port Michael,United States Minor Outlying Islands,True,204.234.137.24,Burnettborough,Uzbekistan,False,1766247690,1140,2019-10-17 07:19:48,Switchable next generation success,5,"7668 Taylor Route
Douglasfurt, OR 47947",Millsfort,Ukraine,False
93,232,Dana,Collier,1708190980,nclark@brewer.com,"032 April Lakes Suite 944
West Jennifer, GA 20926",Scottbury,Bulgaria,False,171.222.117.237,East Glen,Andorra,True,1324470739,817,2020-10-24 06:03:03,Profit-focused multimedia artificial intelligence,8,"063 Johnny Mall Apt. 815
North Davidview, MO 67593",North Ryanfurt,Netherlands Antilles,False
94,181,Valerie,Bradley,1286273216,hodgesrichard@weaver.org,"13302 Jeffrey Summit
Leontown, NH 81123",Walshstad,New Caledonia,False,205.221.17.169,Garciafort,Bolivia,False,1448339490,539,2022-01-17 05:59:18,Multi-tiered value-added contingency,45,"257 Chapman Fort
Melissaborough, NM 87737",South Debramouth,Cameroon,False
95,296,Stacey,Davis,1667112962,vle@ray.biz,"654 Robert Ridges Suite 717
Adkinschester, NC 90572",Ashleyside,Mexico,True,70.199.51.179,South April,Colombia,True,1695419266,1602,2021-05-13 22:17:04,Distributed homogeneous functionalities,33,"4260 Smith Roads
Kellyville, NM 77263",Millerbury,China,True
96,116,Monica,Higgins,1431019555,mbrown@gmail.com,"88626 Steele Extensions
West Emilymouth, NJ 23613",Johnsonmouth,Hungary,True,62.87.35.40,Lake Jackport,Egypt,False,1720996066,949,2020-03-22 03:06:44,Inverse national migration,6,"0021 Stephens Road Suite 207
Alicestad, WA 50732",Amandaland,Saint Pierre And Miquelon,False
97,266,Christopher,Coleman,1687063392,matthew05@mason.com,"10462 Thompson Glen Apt. 391
South Rodney, MS 52210",Hernandezville,Syrian Arab Republic,True,83.35.188.16,North April,Vietnam,True,1413413090,800,2020-01-02 15:24:47,Multi-lateral needs-based access,40,"616 Barbara Lodge
Laurahaven, NJ 61242",South Joseph,Azerbaijan,False
98,411,Natasha,Rodriguez,1548846224,johnsonmatthew@jones.org,"04883 Austin Curve
Josephton, MI 42402",Bryanchester,Germany,False,94.117.119.90,Hernandezside,Norway,False,1358085584,15,2022-01-26 08:19:44,Reactive regional system engine,35,"33018 Miller Unions Apt. 730
New Anthony, CO 36960",Dawsonville,Monaco,True
99,320,James,Cooper,1196047258,jessicaritter@hotmail.com,"5305 Kristin Extension
South Baileyfort, SC 42849",Lake Alexisstad,Philippines,True,106.111.109.40,New Ambertown,Honduras,True,2087350521,1408,2020-12-12 07:51:13,Extended incremental open architecture,44,"50839 Timothy Mountains Apt. 066
East Rebecca, NC 75524",Shirleyhaven,Nicaragua,False
100,487,Amanda,Allen,1503848675,scottcox@yahoo.com,"12518 Harris Corner Apt. 956
Ashleyland, NV 14522",Perkinsmouth,Guinea-bissau,False,193.156.11.136,West Allen,Tonga,True,1481222606,1333,2019-09-22 15:18:17,Triple-buffered hybrid knowledge user,41,"706 Wiggins Pass
East Michaelport, NY 24632",New Brandon,Angola,False
101,412,Karl,Martinez,1342870080,stevenchoi@williams.com,"726 Shaffer Grove Apt. 907
South Tiffany, ND 80531",Davismouth,Afghanistan,False,212.82.239.43,Davischester,Malaysia,True,2103675571,1220,2021-10-27 08:49:12,Cloned local projection,4,"84071 Chris Forges Apt. 675
Port Spencer, TN 54714",Hollandland,Japan,True
102,493,Kendra,Brown,1449881580,colemananthony@rodriguez.com,"32010 Smith Ports Suite 194
Aguilarshire, SC 30653",North Tracy,Peru,False,221.179.224.67,Audreyton,Comoros,True,1506647418,845,2020-12-22 06:57:02,Sharable intangible parallelism,32,"819 Wood Landing Apt. 436
Kristenfort, AL 74137",South Frankland,Puerto Rico,True
103,355,Ryan,Wagner,1690351808,brownalicia@diaz.com,"9654 James Walks Apt. 672
Lake Joshuaport, MA 39742",New Jordan,Sudan,False,160.176.236.98,Williamsberg,Malaysia,True,1158531057,1330,2019-07-05 10:51:47,Switchable asymmetric focus group,23,"298 Alexis Landing Apt. 177
South Joyce, CA 85801",Reevesshire,Philippines,True
104,93,Vincent,Garcia,1486973252,davidrice@campbell.com,"02305 Larry Springs
New Danamouth, TX 73897",South Johnbury,Belarus,True,37.85.21.141,Williamsshire,Kuwait,True,1694815569,1717,2022-04-11 05:29:03,Configurable human-resource neural-net,1,"191 Phillips Station Suite 293
Jamesmouth, AK 10857",Contrerasstad,Gabon,True
105,76,Megan,Barker,1488260155,katherine57@yahoo.com,"8732 Cooper Viaduct Suite 145
New Amber, AR 91000",Bautistaville,India,True,50.145.30.211,East Tinaview,Honduras,True,2010423864,959,2022-01-01 16:49:01,Realigned attitude-oriented monitoring,9,"316 Figueroa Viaduct Suite 659
South Pamelaborough, WI 24675",South Kurt,United Kingdom,True
106,287,Steven,King,1715338358,tiffanywilliams@gmail.com,"83873 Riggs Courts
Eduardoland, CT 02421",North Matthew,The Republic of South Korea,True,76.37.150.239,West Glenchester,United Kingdom,True,1137915683,1308,2021-08-20 01:35:04,Right-sized impactful capacity,48,"95202 Dustin Viaduct Apt. 013
North Jamesstad, AR 41603",Melanieborough,Angola,False
107,499,Jason,Wood,1984740455,cooleyeric@benitez-copeland.net,"860 Joseph Ports
New Michael, ME 06856",Johnsontown,Liberia,False,217.207.12.82,Shepherdchester,Norway,False,1476093353,1413,2019-05-24 09:29:47,Synergized bifurcated structure,13,"3900 Felicia Village
South Kelly, NC 74255",Jenniferbury,Syrian Arab Republic,True
108,273,Willie,Brandt,1605590252,raymondharrison@hotmail.com,"17469 Debra Summit Suite 938
Lake Laura, MT 96726",Nashtown,Svalbard And Jan Mayen,True,129.234.43.7,Staffordmouth,Kyrgyzstan,False,1429715270,895,2019-12-08 21:13:23,Digitized holistic forecast,44,"56122 Crawford Pass Suite 389
Burgessmouth, IL 85450",Port Debra,Mali,False
109,18,Ashley,Hughes,1520530001,powelljenna@yahoo.com,"97980 Patricia Rapid Suite 087
North Kaitlynland, CT 65685",Port Christine,Antarctica,False,195.194.22.2,Butlerchester,Lesotho,True,1256134129,561,2019-10-26 05:56:48,Advanced background instruction set,11,"USCGC Campbell
FPO AE 19308",New Danielmouth,Guam,True
110,293,Carol,Casey,1585459020,jamieandrews@gmail.com,"23527 Alexander Ramp Apt. 420
Davidview, RI 59960",New Jessica,Barbados,True,82.249.48.31,Delgadobury,Luxembourg,True,2060415889,422,2021-11-29 19:17:09,Optional bandwidth-monitored model,33,"2006 James Row
North Ericmouth, MO 44969",Donnaton,Democratic Republic Of The Congo,False
111,483,Alyssa,Osborne,1634399751,wendycox@mcfarland-hall.org,"80809 Cruz Avenue Apt. 673
Samuelside, AL 14754",East Jeffrey,Burundi,False,177.119.169.143,Johnathanberg,Singapore,False,2044940574,289,2022-01-16 10:05:17,Business-focused methodical protocol,47,"637 Vaughn Orchard Suite 145
Russellbury, CO 91721",Matthewbury,Puerto Rico,True
112,50,Patrick,Bowen,1698650207,marydavis@nelson-lindsey.com,"73301 Edwin Port Suite 150
Lake Brian, GA 98683",New Donaldfurt,Lithuania,False,193.160.23.147,West Elizabethshire,Azerbaijan,False,1780142044,312,2021-08-13 07:55:45,Profit-focused client-server approach,43,"20821 Scott Mountain Suite 286
New Darryl, CO 50769",Lake Anthonyborough,Denmark,False
113,323,Sarah,Williamson,2020868794,hallmeghan@gmail.com,"897 Bryan Pine
East Jeffreyport, CT 09753",Millerfurt,Dominican Republic,False,34.161.149.234,Miamouth,Burundi,False,2097448978,514,2020-05-03 18:46:45,Monitored bottom-line artificial intelligence,39,"69292 Russell Branch
Vegamouth, MI 76777",Ericton,Cote D'ivoire,False
114,475,Janet,Rush,1633890091,igonzales@yahoo.com,"07602 Stephanie Circles Apt. 492
Port Traciville, IL 24705",Lake Brittany,Cyprus,True,148.121.107.24,North Pamelaberg,Greece,True,1965924267,1149,2020-01-07 01:14:07,Right-sized executive access,8,"PSC 1804, Box 1966
APO AP 85508",East Melissaview,Burundi,False
115,382,Bill,Martin,1435638103,williamssandra@ramirez.com,"51411 Gonzalez Square
Jacquelinemouth, MI 11354",Michaelmouth,Romania,False,179.118.185.97,East Melvin,Ethiopia,True,1460210198,1780,2020-06-03 07:12:47,Sharable leadingedge definition,25,"60546 Brown Dam
Annport, RI 18814",West Calebview,Brunei Darussalam,False
116,385,Michael,Diaz,2090353202,knightdavid@edwards-lewis.org,"91499 Carlos Motorway Apt. 493
Dwaynehaven, MA 37721",Aprilton,United Arab Emirates,True,192.66.152.77,Samuelhaven,Dominican Republic,False,1579104483,1583,2021-11-10 02:45:12,Triple-buffered holistic neural-net,3,"877 Martinez Landing
Port Douglasfort, NC 92801",Lake Jasminemouth,Mexico,True
117,184,Haley,Miller,1199014820,kbrooks@yahoo.com,"8044 Peter Isle
South Monicabury, GA 79664",Delacruzfort,Greenland,False,107.76.170.76,Bethburgh,Bahamas,False,1780750774,1871,2020-05-05 15:46:59,Secured systematic frame,21,"16359 Gutierrez Lake
Annemouth, OK 25688",Port Todd,New Caledonia,False
118,450,Kristen,May,1791789914,julie18@jackson-garcia.com,"474 Samantha Rue
West Annetown, MN 92525",Turnertown,Slovakia,True,90.240.62.35,Hannahton,Pakistan,False,1770917832,1533,2021-05-01 21:24:26,Mandatory directional project,20,"0585 Edwards Roads
East Daniel, DC 63662",Grayborough,Brazil,False
119,283,Jennifer,Hunt,1856180847,paulcandace@parker.info,"1947 Brock Greens Apt. 677
Robertport, IN 04396",New Thomasbury,Qatar,False,179.173.212.204,Ellischester,Nicaragua,False,1870617835,1250,2020-02-25 18:11:10,Up-sized web-enabled secured line,4,"92970 Vanessa Squares Suite 966
Port Jamieburgh, DE 01853",Lake Nicoleview,Sudan,False
120,350,Sharon,Morrison,1310258991,leestacey@johnson.net,"38996 Stout Throughway
Garrisonfurt, NE 24627",Megantown,Zimbabwe ,False,163.16.147.119,Joneschester,Argentina,True,1576397454,1021,2021-10-20 20:09:29,Object-based well-modulated analyzer,34,"84930 Garcia Bridge Suite 068
Michellehaven, MO 71054",East Jessica,Mauritius,False
121,288,Johnny,Burton,1894919559,peggyfox@armstrong-hogan.com,"2231 Orozco Village
South Abigail, DC 39328",Aprilchester,Oman,False,113.193.38.61,West Gina,Equatorial Guinea,True,1172970084,506,2020-10-26 21:55:19,Fundamental explicit function,25,"16684 Jillian Trail Apt. 963
Port Austinland, NM 61659",Lake Bradleyview,Central African Republic,False
122,181,Valerie,Bradley,1286273216,hodgesrichard@weaver.org,"13302 Jeffrey Summit
Leontown, NH 81123",Walshstad,New Caledonia,False,86.136.185.127,South Julieton,El Salvador,False,1991348334,1941,2020-09-21 12:32:50,Configurable needs-based service-desk,22,"21609 Marshall Terrace
Lake Kathleenburgh, GA 95303",Mosleychester,Cyprus,True
123,302,Kevin,Smith,1480460529,benjamindean@gmail.com,"585 Paul Square
North Cassidy, MT 31783",Sylviaside,Papua New Guinea,False,85.43.83.215,Bakerfurt,Yemen,False,2075291688,1220,2021-02-22 16:33:52,Reactive foreground pricing structure,15,"8247 Mark Plaza Apt. 614
North Kimberlyhaven, WA 94966",South Frankfort,Costa Rica,True
124,265,Christina,Reid,1737273770,stephenharris@green.com,"PSC 4947, Box 6448
APO AP 58601",North Robertmouth,Holy See (Vatican City State),False,200.30.221.234,West Ronaldmouth,Saint Helena,False,1308265951,1741,2019-08-09 10:45:13,Optimized clear-thinking ability,15,"PSC 9042, Box 4594
APO AE 53268",North Jasonborough,Tanzania,True
125,118,John,Jackson,1275289550,fjackson@allen.com,"87746 Joseph Squares
North Jeremiah, MO 60316",Torresville,Saint Pierre And Miquelon,False,11.165.232.116,Youngton,Djibouti,False,1925414902,1352,2022-03-05 03:20:18,Reactive maximized application,1,"5081 Suarez Plains Suite 711
Dustinchester, VA 95728",Teresaberg,American Samoa,True
126,170,James,Olson,1557559586,ashley69@gmail.com,"1824 Gray Plaza Apt. 672
Lake Jack, ND 53129",South Paulaport,Bermuda,False,39.169.22.16,Kevinbury,Martinique,False,1737664580,432,2022-01-12 07:54:40,Universal non-volatile algorithm,2,"USNV Lee
FPO AA 09050",Davidbury,Montserrat,True
127,390,Maria,Knapp,1326580780,jon49@frank-phillips.info,"39711 Hammond Well
Maryside, NM 25646",Jasonborough,French Southern Territories,False,222.145.158.142,North Mckenzieport,Tunisia,False,1570973758,1940,2020-04-29 05:35:24,Organized content-based product,15,"693 Bridges Branch
West Andrew, IL 05829",Duncanport,Suriname,False
128,341,Tyler,Jones,1400197056,jessicasanchez@yahoo.com,"0406 David Freeway
South Randy, MO 86732",North Gregoryhaven,United Arab Emirates,True,84.201.166.117,East Emily,Algeria,False,1829751859,126,2019-07-28 19:59:55,Stand-alone 5thgeneration monitoring,42,"67485 Ramos Underpass
Elliottville, ND 64215",West Tarashire,Jamaica,True
129,382,Bill,Martin,1435638103,williamssandra@ramirez.com,"51411 Gonzalez Square
Jacquelinemouth, MI 11354",Michaelmouth,Romania,False,89.207.223.103,Anthonyton,Qatar,False,1420240077,1281,2020-01-30 00:59:45,Customizable background support,15,"52060 Destiny Hollow
Harrisonshire, TX 83718",Reyesland,Wallis And Futuna,True
130,390,Maria,Knapp,1326580780,jon49@frank-phillips.info,"39711 Hammond Well
Maryside, NM 25646",Jasonborough,French Southern Territories,False,35.22.119.1,East Marieburgh,Austria,True,1636774240,1398,2020-12-04 08:48:32,Integrated logistical capacity,6,"17231 Katrina Drive
East Jennifer, IA 84149",Port Joseph,Turkey,False
131,353,Samuel,King,1415285767,powellerin@brown.net,"0810 James Pike Apt. 187
Port Kaylabury, ND 30450",South Caitlin,Fiji,False,163.40.23.14,Shieldstown,Malta,True,1791224118,22,2019-10-29 19:50:52,Public-key static throughput,18,"46245 Christina Knolls
Lake Miguel, IN 52380",Johnburgh,Guinea,False
132,153,Jamie,Smith,2054954004,istark@taylor.com,"37624 Brian Haven Suite 843
Kellyshire, PA 33519",Port Michael,United States Minor Outlying Islands,True,183.95.176.175,Jamesfort,Cameroon,False,1594772479,83,2021-04-17 08:53:35,Phased multimedia algorithm,17,"665 Gerald Vista
Kellerport, TX 67899",Tiffanyside,Svalbard And Jan Mayen,True
133,483,Alyssa,Osborne,1634399751,wendycox@mcfarland-hall.org,"80809 Cruz Avenue Apt. 673
Samuelside, AL 14754",East Jeffrey,Burundi,False,19.173.255.218,Fisherfort,Poland,True,1261774404,1990,2020-04-18 20:02:13,Realigned global alliance,21,"7090 Acevedo Drive Suite 125
Port Joshua, SC 39188",Nguyenside,Fiji,False
134,352,Beth,Edwards,1983393098,millerlisa@cole-roberts.biz,"7075 Cynthia Lodge Apt. 713
Vernonport, WV 50526",Thomashaven,Mexico,True,97.238.98.238,North Daniel,Trinidad And Tobago,False,1546310190,33,2020-05-08 18:08:32,Open-source transitional task-force,41,"89740 Ann Island Suite 876
Port Caitlinport, MO 58453",Carrieburgh,Swaziland,True
135,368,Scott,Wilson,1729670252,sheltonbradley@brown.info,"539 Joe Orchard Suite 597
Mortonside, MO 32994",South Erinburgh,Bermuda,False,177.137.186.219,South Tony,Venezuela,True,1599755404,1114,2022-05-07 05:24:55,Universal mission-critical extranet,47,"3089 Green Islands
Lake Andrea, ID 93404",Webbborough,Finland,False
136,443,Kelsey,Hale,1355217947,jamesgreen@hotmail.com,"21203 Klein Motorway Apt. 385
New Jacqueline, NE 42933",Walkerstad,Western Sahara,False,206.230.187.219,Lake Robert,Somalia,False,1374893105,1932,2020-09-16 22:09:35,Progressive responsive secured line,33,"75230 Peterson Divide Suite 681
Katieburgh, KY 96159",Reyesbury,Nepal,False
137,126,Christina,Bowman,1924081030,kristina54@jones.info,"1887 Jessica Mountain Apt. 602
Bishopchester, WI 89704",Kimborough,Liberia,False,112.117.24.210,North Dylanland,Trinidad And Tobago,False,1809995379,245,2019-11-29 00:14:52,Virtual didactic projection,33,"530 Stephen Land
Chapmantown, SD 62763",Jessicamouth,Cote D'ivoire,False
